着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id,着順,枠番,馬番,人気
12,4.0,7.0,オランジー,牝3,54.0,石川裕紀,1:42.0,1/2,19.9,7.0,450(-8),[東] 青木孝文,202305010203,,,,
13,5.0,10.0,リリックス,牝3,54.0,松岡正海,1:42.0,クビ,8.7,4.0,488(+4),[東] 蛯名正義,202305010203,,,,
14,8.0,15.0,レッドカメリア,牝3,54.0,杉原誠人,1:42.5,3,285.7,14.0,444(+16),[東] 加藤和宏,202305010203,,,,
15,2.0,4.0,バトルレジェンダ,牝3,54.0,木幡巧也,1:44.8,大,85.9,10.0,418(+6),[東] 牧光二,202305010203,,,,
16,1.0,2.0,エイシンデネボラ,牝3,54.0,北村宏司,1:45.0,1.1/2,526.6,16.0,526(0),[東] 勢司和浩,202305010203,,,,
1,8.0,15.0,グリュースゴット,セ5,58.0,田中勝春,1:38.5,,3.6,1.0,492(+4),[東] 松永康利,202305010204,,,,
2,8.0,16.0,コンクエスト,牡4,57.0,菅原明良,1:39.0,3,5.3,3.0,508(+14),[東] 小笠倫弘,202305010204,,,,
3,5.0,10.0,ヴォルケニック,牡4,57.0,三浦皇成,1:39.0,ハナ,10.6,5.0,486(+2),[東] 高柳瑞樹,202305010204,,,,
4,6.0,11.0,ネオヒューズ,牡5,58.0,横山和生,1:39.3,1.3/4,18.9,7.0,518(-4),[東] 小西一男,202305010204,,,,
5,7.0,14.0,セイウンオードリー,牡5,58.0,江田照男,1:39.5,1.1/4,12.6,6.0,524(+10),[東] 深山雅史,202305010204,,,,
6,3.0,5.0,アポロリヤム,牡4,56.0,永野猛蔵,1:39.6,3/4,6.8,4.0,466(+8),[東] 和田勇介,202305010204,,,,
7,4.0,8.0,グロリアスヒーロー,牡4,57.0,津村明秀,1:39.7,1/2,28.7,9.0,490(+4),[東] 高木登,202305010204,,,,
8,1.0,1.0,サイモンソーラン,牡4,57.0,吉田豊,1:39.9,1.1/4,42.4,10.0,482(+2),[東] 勢司和浩,202305010204,,,,
9,2.0,3.0,ブラックルパン,牡4,54.0,西塚洸二,1:40.0,1/2,202.8,13.0,554(+26),[東] 大江原哲,202305010204,,,,
10,1.0,2.0,エコロエース,牡4,55.0,原優介,1:40.5,3,114.7,12.0,504(-6),[東] 矢野英一,202305010204,,,,
11,3.0,6.0,ノクターナリティ,牡4,57.0,大野拓弥,1:40.5,ハナ,23.3,8.0,492(+10),[東] 上原博之,202305010204,,,,
12,2.0,4.0,リュウノブレイク,セ4,57.0,丸田恭介,1:40.6,クビ,3.6,2.0,496(-2),[東] 宗像義忠,202305010204,,,,
13,5.0,9.0,マスケティアーズ,牡5,56.0,山田敬士,1:40.7,3/4,204.2,14.0,476(0),[東] 小桧山悟,202305010204,,,,
14,6.0,12.0,クリノアンカーマン,セ6,58.0,宮崎北斗,1:41.5,5,630.8,16.0,462(0),[東] 伊藤伸一,202305010204,,,,
15,7.0,13.0,ミヤコプレジール,牡4,57.0,Ｍ．デム,1:41.6,1/2,56.4,11.0,556(+17),[東] 土田稔,202305010204,,,,
16,4.0,7.0,アイファーヴァンズ,牡4,57.0,的場勇人,1:42.7,7,439.5,15.0,482(+4),[東] 的場均,202305010204,,,,
1,3.0,6.0,サルヴァトーレ,牡3,56.0,菅原明良,1:33.6,,3.4,1.0,478(+4),[東] 和田正一,202305010205,,,,
2,2.0,3.0,ハリケーンリッジ,牝3,54.0,ルメール,1:33.8,1,5.9,4.0,428(0),[東] 大和田成,202305010205,,,,
3,8.0,15.0,アサクサヴィーナス,牝3,54.0,吉田豊,1:34.1,1.1/2,3.5,2.0,454(0),[東] 高柳瑞樹,202305010205,,,,
4,1.0,2.0,レッドバレンティア,牡3,56.0,川田将雅,1:34.1,ハナ,5.2,3.0,446(+2),[東] 手塚貴久,202305010205,,,,
5,7.0,14.0,ウインレイアー,牝3,54.0,坂井瑠星,1:34.3,1.1/2,43.9,9.0,448(-2),[東] 和田雄二,202305010205,,,,
6,5.0,10.0,ジーククローネ,牡3,56.0,横山武史,1:34.4,1/2,12.9,5.0,468(-2),[東] 宮田敬介,202305010205,,,,
7,2.0,4.0,ロカイユ,牝3,54.0,石橋脩,1:34.4,ハナ,59.1,10.0,448(0),[東] 高橋裕,202305010205,,,,
8,5.0,9.0,トーセンジニアール,牡3,56.0,Ｍ．デム,1:34.5,クビ,17.5,8.0,440(+10),[東] 土田稔,202305010205,,,,
9,4.0,7.0,ヴァンナチュール,牡3,56.0,津村明秀,1:34.6,3/4,16.2,6.0,442(-18),[東] 林徹,202305010205,,,,
10,8.0,16.0,ウィンターダフネ,牝3,54.0,横山和生,1:34.7,1/2,16.8,7.0,474(-2),[東] 国枝栄,202305010205,,,,
11,4.0,8.0,サトノスヴニール,牡3,56.0,戸崎圭太,1:35.2,3,93.1,11.0,442(-4),[東] 萩原清,202305010205,,,,
12,1.0,1.0,ダンシングハピリー,牝3,54.0,杉原誠人,1:35.4,1.1/4,578.0,16.0,394(-6),[東] 清水英克,202305010205,,,,
13,7.0,13.0,クラウンサプライズ,セ3,55.0,永野猛蔵,1:35.5,1,530.8,15.0,486(-6),[東] 天間昭一,202305010205,,,,
14,6.0,11.0,コルデアニル,牝3,54.0,内田博幸,1:35.5,アタマ,378.7,14.0,456(-2),[東] 金成貴史,202305010205,,,,
15,6.0,12.0,コハル,牝3,54.0,北村宏司,1:35.7,1.1/4,298.0,13.0,418(-18),[東] 勢司和浩,202305010205,,,,
16,3.0,5.0,クーラント,牝3,54.0,田中勝春,1:36.0,1.3/4,178.7,12.0,414(-4),[東] 西田雄一,202305010205,,,,
1,3.0,5.0,ロードデルレイ,牡3,56.0,坂井瑠星,1:48.3,,4.3,2.0,480(0),[西] 中内田充,202305010206,,,,
2,2.0,4.0,パールロード,牡3,56.0,川田将雅,1:49.0,4,2.2,1.0,504(0),[西] 中内田充,202305010206,,,,
3,5.0,10.0,ガンウルフ,牡3,56.0,Ｍ．デム,1:49.2,1,4.8,3.0,504(0),[西] 藤岡健一,202305010206,,,,
4,4.0,8.0,アサカラキング,牡3,56.0,石川裕紀,1:49.4,1.1/4,8.0,4.0,524(0),[東] 斎藤誠,202305010206,,,,
5,2.0,3.0,ウイングランブルー,牡3,56.0,松岡正海,1:49.6,1.1/4,26.3,6.0,462(0),[東] 深山雅史,202305010206,,,,
6,8.0,16.0,クラウンロマーニャ,牡3,56.0,横山武史,1:49.7,1/2,11.3,5.0,488(0),[東] 伊藤圭三,202305010206,,,,
7,7.0,13.0,フェルミディラック,牝3,54.0,木幡巧也,1:50.2,3.1/2,26.6,7.0,462(0),[東] 勢司和浩,202305010206,,,,
8,3.0,6.0,サクセスベージュ,セ3,56.0,北村宏司,1:50.4,3/4,40.4,8.0,466(0),[東] 久保田貴,202305010206,,,,
9,1.0,1.0,エキゾチックアイズ,牝3,52.0,小林脩斗,1:50.5,3/4,147.8,11.0,426(0),[東] 戸田博文,202305010206,,,,
10,1.0,2.0,トレジャートリップ,牝3,54.0,武士沢友,1:50.5,アタマ,83.0,9.0,408(0),[東] 田中剛,202305010206,,,,
11,5.0,9.0,トーセンアデル,牡3,54.0,横山琉人,1:50.7,1.1/2,168.7,12.0,476(0),[東] 田村康仁,202305010206,,,,
12,6.0,11.0,アグルーメ,牝3,54.0,菊沢一樹,1:51.0,1.1/2,173.9,13.0,442(0),[東] 岩戸孝樹,202305010206,,,,
13,6.0,12.0,ヤマニントナーダ,牝3,54.0,柴田善臣,1:51.1,1/2,206.1,14.0,434(0),[東] 稲垣幸雄,202305010206,,,,
14,8.0,15.0,カルテレヴァンテ,牝3,54.0,丸田恭介,1:51.6,3,240.0,15.0,454(0),[東] 伊藤大士,202305010206,,,,
15,4.0,7.0,サクラトップハーツ,牡3,56.0,内田博幸,1:51.7,1/2,104.9,10.0,478(0),[東] 奥平雅士,202305010206,,,,
16,7.0,14.0,カシマテッコン,牡3,54.0,山田敬士,1:52.8,7,358.3,16.0,514(0),[東] 鈴木慎太,202305010206,,,,
1,6.0,6.0,バックスクリーン,牡4,57.0,菅原明良,2:14.5,,10.1,5.0,522(+18),[東] 斎藤誠,202305010207,,,,
2,1.0,1.0,サトノギベオン,牡4,57.0,武豊,2:14.7,1.1/4,2.2,1.0,532(+6),[東] 戸田博文,202305010207,,,,
3,8.0,11.0,アーバンデザイン,牡4,57.0,坂井瑠星,2:14.7,アタマ,8.7,4.0,518(-14),[東] 和田雄二,202305010207,,,,
4,6.0,7.0,エコロカナワン,牡5,58.0,内田博幸,2:15.1,2.1/2,41.8,8.0,506(+6),[東] 武市康男,202305010207,,,,
5,5.0,5.0,サトノバトラー,セ5,58.0,石川裕紀,2:15.3,1.1/4,11.0,6.0,506(-2),[東] 堀宣行,202305010207,,,,
6,7.0,9.0,ブラックピアノ,牡4,57.0,大野拓弥,2:15.4,1/2,3.7,2.0,484(+18),[東] 松永康利,202305010207,,,,
7,7.0,8.0,ヴラディア,牡4,57.0,横山和生,2:15.4,クビ,74.6,9.0,480(-4),[東] 小西一男,202305010207,,,,
8,8.0,10.0,サクセスミノル,牡4,57.0,横山武史,2:15.5,1/2,8.2,3.0,486(+10),[東] 中舘英二,202305010207,,,,
9,2.0,2.0,デュアルレインボー,牡4,57.0,北村宏司,2:16.5,6,16.5,7.0,490(+2),[西] 清水久詞,202305010207,,,,
10,3.0,3.0,ネフィリム,牡4,57.0,津村明秀,2:20.9,大,198.6,11.0,574(+28),[東] 和田勇介,202305010207,,,,
中,4.0,4.0,ランドアーティスト,セ6,58.0,木幡巧也,,,114.9,10.0,492(+18),[東] 辻哲英,202305010207,,,,
1,6.0,12.0,フォーヴィスム,牡5,58.0,内田博幸,1:24.7,,2.5,1.0,540(+10),[東] 奥村武,202305010208,,,,
2,4.0,8.0,ローヴェロ,牡4,57.0,ルメール,1:24.7,クビ,4.7,3.0,502(+2),[東] 加藤征弘,202305010208,,,,
3,5.0,9.0,バルミュゼット,牡4,57.0,戸崎圭太,1:25.0,1.1/2,3.4,2.0,522(+8),[東] 岩戸孝樹,202305010208,,,,
4,4.0,7.0,ロゼキルシュ,牝6,56.0,田辺裕信,1:25.2,1.1/2,68.1,8.0,494(+4),[東] 伊坂重信,202305010208,,,,
5,2.0,4.0,サトノムスタング,牡5,57.0,永野猛蔵,1:25.2,ハナ,167.6,15.0,480(+6),[東] 大和田成,202305010208,,,,
6,3.0,5.0,フィールザワールド,牡5,58.0,北村宏司,1:25.4,1,72.4,9.0,488(+4),[東] 岩戸孝樹,202305010208,,,,
7,8.0,15.0,インヴァリアンス,牡5,58.0,坂井瑠星,1:25.4,クビ,8.3,4.0,490(+8),[東] 尾関知人,202305010208,,,,
8,8.0,16.0,マイナーズライト,セ5,56.0,原優介,1:25.7,1.3/4,133.0,14.0,470(+12),[東] 大江原哲,202305010208,,,,
9,7.0,13.0,リュクスウォリアー,牡6,58.0,藤懸貴志,1:25.8,1/2,102.0,12.0,508(-6),[西] 平田修,202305010208,,,,
10,2.0,3.0,バクシン,牡5,56.0,横山琉人,1:25.9,3/4,22.1,6.0,512(+8),[東] 斎藤誠,202305010208,,,,
11,7.0,14.0,アラカザーム,牝5,56.0,田中勝春,1:26.1,1.1/4,74.4,10.0,460(+4),[東] 松永康利,202305010208,,,,
12,1.0,2.0,リュウグウハヤブサ,牡6,58.0,津村明秀,1:26.2,クビ,96.4,11.0,514(+22),[東] 伊坂重信,202305010208,,,,
13,3.0,6.0,ケイアイメープル,牡6,58.0,Ｍ．デム,1:26.5,2,24.6,7.0,494(+16),[東] 小島茂之,202305010208,,,,
14,5.0,10.0,アスカロン,牡5,58.0,横山和生,1:26.5,クビ,174.9,16.0,500(+6),[西] 森秀行,202305010208,,,,
15,1.0,1.0,ピンクダイヤ,牡4,57.0,菅原明良,1:26.7,1.1/4,123.2,13.0,486(+4),[西] 森秀行,202305010208,,,,
16,6.0,11.0,リンクスルーファス,牝4,55.0,石川裕紀,1:27.2,3,14.0,5.0,518(+14),[東] 手塚貴久,202305010208,,,,
1,4.0,4.0,ベラジオオペラ,牡3,56.0,横山武史,1:48.0,,2.9,1.0,504(-2),[西] 上村洋行,202305010209,,,,
2,5.0,5.0,トラマンダーレ,牡3,56.0,菅原明良,1:48.2,1.1/4,5.9,4.0,488(+6),[東] 鹿戸雄一,202305010209,,,,
3,7.0,7.0,ジェイパームス,牡3,56.0,川田将雅,1:48.2,クビ,3.2,2.0,494(0),[東] 堀宣行,202305010209,,,,
4,3.0,3.0,フェイト,牡3,56.0,坂井瑠星,1:48.2,ハナ,7.5,5.0,480(-8),[西] 矢作芳人,202305010209,,,,
5,8.0,8.0,ニシノプロポーズ,牡3,56.0,三浦皇成,1:48.2,ハナ,37.7,7.0,492(+6),[東] 松山将樹,202305010209,,,,
6,2.0,2.0,シャンドゥレール,牡3,56.0,Ｍ．デム,1:48.3,3/4,5.0,3.0,510(+8),[東] 国枝栄,202305010209,,,,
7,1.0,1.0,フェアエールング,牝3,54.0,柴田大知,1:48.7,2,77.1,8.0,436(+10),[東] 和田正一,202305010209,,,,
8,6.0,6.0,マイレーヌ,牝3,54.0,武豊,1:48.8,3/4,14.2,6.0,492(-2),[東] 斎藤誠,202305010209,,,,
1,4.0,4.0,レッドモンレーヴ,牡4,57.0,川田将雅,1:33.6,,2.0,1.0,510(+6),[東] 蛯名正義,202305010210,,,,
2,1.0,1.0,ルーカス,セ8,58.0,三浦皇成,1:33.8,1.1/2,67.2,8.0,514(+6),[東] 堀宣行,202305010210,,,,
3,2.0,2.0,アオイシンゴ,セ9,58.0,横山武史,1:33.9,クビ,32.9,7.0,502(+6),[東] 古賀慎明,202305010210,,,,
4,6.0,7.0,アヴェラーレ,牝5,56.0,ルメール,1:33.9,クビ,3.3,2.0,450(+8),[東] 木村哲也,202305010210,,,,
5,6.0,8.0,ソウルトレイン,牡6,58.0,大野拓弥,1:34.0,3/4,17.1,6.0,492(-4),[西] 昆貢,202305010210,,,,
6,7.0,10.0,パーソナルハイ,牝4,55.0,吉田豊,1:34.1,アタマ,14.0,5.0,474(+4),[西] 矢作芳人,202305010210,,,,
7,3.0,3.0,ベジャール,牡4,57.0,戸崎圭太,1:34.1,クビ,12.1,4.0,566(+4),[東] 田中博康,202305010210,,,,
8,5.0,5.0,ダンテスヴュー,牡4,57.0,坂井瑠星,1:34.3,1.1/4,5.7,3.0,470(-10),[西] 友道康夫,202305010210,,,,
9,5.0,6.0,リーガルバトル,牡6,58.0,石川裕紀,1:34.4,クビ,171.8,11.0,530(+8),[東] 高橋文雅,202305010210,,,,
10,7.0,9.0,オーバーディリバー,セ7,58.0,横山和生,1:34.6,1.1/2,76.3,9.0,486(+2),[東] 萩原清,202305010210,,,,
11,8.0,12.0,トーセンヴァンノ,牡4,57.0,田中勝春,1:34.8,1.1/4,208.4,12.0,492(-4),[東] 小桧山悟,202305010210,,,,
12,8.0,11.0,ストライプ,牝5,56.0,菅原明良,1:36.3,9,102.7,10.0,518(+12),[東] 尾形和幸,202305010210,,,,
1,7.0,13.0,レモンポップ,牡5,57.0,戸崎圭太,1:22.5,,1.6,1.0,522(+4),[東] 田中博康,202305010211,,,,
2,3.0,6.0,ギルデッドミラー,牝6,55.0,三浦皇成,1:22.6,1/2,5.1,2.0,496(+6),[西] 松永幹夫,202305010211,,,,
3,7.0,14.0,バトルクライ,牡4,56.0,川田将雅,1:22.7,3/4,12.8,4.0,496(0),[東] 高木登,202305010211,,,,
4,5.0,10.0,タガノビューティー,牡6,57.0,石橋脩,1:22.8,クビ,23.4,6.0,518(-2),[西] 西園正都,202305010211,,,,
5,8.0,15.0,エアアルマス,牡8,57.0,横山武史,1:23.4,3.1/2,87.3,11.0,494(+2),[西] 池添学,202305010211,,,,
6,8.0,16.0,ケンシンコウ,牡6,57.0,田辺裕信,1:23.5,クビ,86.7,10.0,502(+2),[東] 小西一男,202305010211,,,,
7,5.0,9.0,ベルダーイメル,牡6,57.0,柴田善臣,1:23.7,1.1/4,190.8,14.0,460(-12),[西] 本田優,202305010211,,,,
8,6.0,12.0,デンコウリジエール,牡6,57.0,秋山真一,1:23.8,1,166.7,13.0,484(0),[西] 荒川義之,202305010211,,,,
9,6.0,11.0,ジャスパープリンス,牡8,57.0,田中勝春,1:23.9,1/2,347.5,16.0,498(+8),[西] 森秀行,202305010211,,,,
10,4.0,7.0,レディバグ,牝5,55.0,酒井学,1:23.9,クビ,191.3,15.0,454(-4),[西] 北出成人,202305010211,,,,
11,3.0,5.0,アドマイヤルプス,セ6,57.0,内田博幸,1:24.1,3/4,62.2,9.0,552(+6),[東] 加藤征弘,202305010211,,,,
12,2.0,3.0,ホウオウアマゾン,牡5,57.0,坂井瑠星,1:24.1,クビ,32.5,8.0,518(-2),[西] 矢作芳人,202305010211,,,,
13,2.0,4.0,セキフウ,牡4,56.0,Ｍ．デム,1:24.8,4,27.2,7.0,482(-2),[西] 武幸四郎,202305010211,,,,
14,4.0,8.0,テイエムサウスダン,牡6,57.0,ルメール,1:24.9,クビ,7.9,3.0,550(-6),[東] 蛯名正義,202305010211,,,,
15,1.0,2.0,ヘリオス,セ7,57.0,武豊,1:25.0,1/2,14.7,5.0,466(+3),[西] 西園正都,202305010211,,,,
16,1.0,1.0,オーロラテソーロ,牡6,57.0,原優介,1:25.1,1/2,109.2,12.0,502(+1),[東] 畠山吉宏,202305010211,,,,
1,4.0,4.0,サウンドウォリアー,牡5,58.0,戸崎圭太,2:01.0,,5.0,3.0,498(+2),[西] 高橋康之,202305010212,,,,
2,8.0,10.0,マイネルクリソーラ,牡4,57.0,Ｍ．デム,2:01.0,ハナ,2.9,1.0,462(+4),[東] 中野栄治,202305010212,,,,
3,6.0,7.0,ボーンディスウェイ,牡4,57.0,石橋脩,2:01.4,2.1/2,3.0,2.0,494(0),[東] 牧光二,202305010212,,,,
4,7.0,8.0,ミズリーナ,牝6,56.0,的場勇人,2:01.5,3/4,139.7,11.0,494(+8),[東] 的場均,202305010212,,,,
5,7.0,9.0,キャルレイ,牡4,57.0,横山武史,2:01.8,1.1/2,7.2,5.0,484(0),[東] 鹿戸雄一,202305010212,,,,
6,5.0,5.0,セラフィナイト,牡5,58.0,坂井瑠星,2:01.9,1/2,5.8,4.0,458(+4),[東] 宮田敬介,202305010212,,,,
7,8.0,11.0,ポッドヴァイン,牡4,57.0,横山和生,2:01.9,クビ,33.9,6.0,416(-4),[東] 小野次郎,202305010212,,,,
8,1.0,1.0,ナックイルシーブ,牡5,58.0,木幡巧也,2:02.3,2.1/2,93.5,7.0,530(-6),[東] 杉浦宏昭,202305010212,,,,
9,6.0,6.0,タケルジャック,牡5,56.0,山田敬士,2:02.3,アタマ,130.0,9.0,484(+14),[東] 小桧山悟,202305010212,,,,
10,2.0,2.0,アトラクティーボ,牡4,57.0,武藤雅,2:02.4,3/4,99.8,8.0,532(-4),[東] 武藤善則,202305010212,,,,
11,3.0,3.0,エクセレントラン,セ6,55.0,西塚洸二,2:02.9,3,137.2,10.0,484(+2),[東] 大江原哲,202305010212,,,,
1,8.0,16.0,マイクロモザイク,牝3,54.0,ルメール,1:27.6,,3.2,2.0,446(-2),[東] 木村哲也,202305010301,,,,
2,2.0,4.0,ドナルビー,牝3,54.0,木幡巧也,1:27.9,1.3/4,19.0,7.0,444(0),[東] 畠山吉宏,202305010301,,,,
3,6.0,12.0,ダズリングスカイ,牝3,54.0,横山武史,1:28.2,1.3/4,13.4,6.0,474(+2),[東] 斎藤誠,202305010301,,,,
4,6.0,11.0,リトルウインディー,牝3,54.0,三浦皇成,1:28.4,1,2.9,1.0,486(+4),[東] 稲垣幸雄,202305010301,,,,
5,4.0,7.0,ソレア,牝3,54.0,武藤雅,1:28.4,クビ,35.7,10.0,406(-12),[東] 和田正一,202305010301,,,,
6,7.0,14.0,フジブルーダイヤ,牝3,54.0,石川裕紀,1:28.5,クビ,32.0,9.0,454(0),[東] 尾形和幸,202305010301,,,,
7,5.0,9.0,オーグメントコード,牝3,54.0,戸崎圭太,1:28.5,ハナ,8.5,4.0,462(+12),[東] 鈴木慎太,202305010301,,,,
8,3.0,5.0,レアマカナ,牝3,54.0,内田博幸,1:28.5,クビ,54.9,11.0,444(-2),[東] 辻哲英,202305010301,,,,
9,1.0,2.0,アンナプルナ,牝3,54.0,丸田恭介,1:28.6,1/2,27.8,8.0,446(+2),[東] 清水英克,202305010301,,,,
10,5.0,10.0,スペロ,牝3,54.0,田辺裕信,1:28.8,1,7.9,3.0,448(-12),[東] 矢野英一,202305010301,,,,
11,1.0,1.0,ラディーヴァ,牝3,54.0,菊沢一樹,1:29.1,2,345.2,14.0,450(-6),[東] 武市康男,202305010301,,,,
12,2.0,3.0,ゲラウィン,牝3,52.0,横山琉人,1:29.4,1.3/4,10.3,5.0,486(+22),[東] 宮田敬介,202305010301,,,,
13,8.0,15.0,ソッケルカーカ,牝3,51.0,西塚洸二,1:29.4,ハナ,441.8,16.0,468(+10),[東] 大江原哲,202305010301,,,,
14,7.0,13.0,ティアップソード,牝3,52.0,山田敬士,1:29.4,クビ,209.8,12.0,482(-8),[東] 奥平雅士,202305010301,,,,
15,4.0,8.0,ジョイトゥザラブ,牝3,54.0,菅原明良,1:30.3,5,220.0,13.0,406(+20),[東] 西田雄一,202305010301,,,,
16,3.0,6.0,ツキミズヒカリ,牝3,52.0,小林脩斗,1:30.6,1.3/4,411.7,15.0,422(+8),[東] 小野次郎,202305010301,,,,
1,8.0,16.0,ドラゴングライダー,牡3,56.0,菊沢一樹,1:21.5,,8.0,3.0,508(+4),[東] 岩戸孝樹,202305010302,,,,
2,7.0,14.0,ダイシンカタナ,牡3,56.0,松岡正海,1:21.6,1,13.3,5.0,446(+2),[東] 戸田博文,202305010302,,,,
3,2.0,4.0,マーゴットバモス,牡3,56.0,丸田恭介,1:21.7,アタマ,35.6,7.0,494(0),[東] 伊坂重信,202305010302,,,,
4,6.0,12.0,ゼンリョクダンス,牝3,54.0,横山武史,1:21.7,ハナ,13.2,4.0,438(0),[東] 鈴木慎太,202305010302,,,,
5,5.0,10.0,ジュレーヴ,牡3,56.0,三浦皇成,1:21.7,ハナ,58.8,10.0,438(+14),[東] 堀内岳志,202305010302,,,,
6,6.0,11.0,デトネイター,牝3,54.0,菅原明良,1:21.9,1.1/2,38.0,8.0,472(-4),[東] 中舘英二,202305010302,,,,
7,4.0,7.0,キョウエイカンフ,牡3,56.0,横山和生,1:22.1,3/4,1.6,1.0,494(-10),[東] 勢司和浩,202305010302,,,,
8,4.0,8.0,オコジュ,牝3,54.0,岩部純二,1:22.1,クビ,16.7,6.0,452(+2),[東] 中野栄治,202305010302,,,,
9,2.0,3.0,ゴールデンレディー,牝3,51.0,西塚洸二,1:22.3,1.1/4,42.8,9.0,398(+2),[東] 鈴木伸尋,202305010302,,,,
10,8.0,15.0,ローズミカ,牝3,54.0,杉原誠人,1:22.7,2.1/2,176.0,12.0,428(-6),[東] 伊藤大士,202305010302,,,,
11,7.0,13.0,キークラシック,牡3,56.0,木幡巧也,1:22.8,3/4,219.3,15.0,440(0),[東] 黒岩陽一,202305010302,,,,
12,3.0,6.0,シャトーボビー,牡3,56.0,田辺裕信,1:22.9,1,5.5,2.0,470(0),[東] 菊川正達,202305010302,,,,
13,1.0,1.0,ピーチコーラル,牝3,52.0,横山琉人,1:22.9,クビ,168.8,11.0,410(+2),[東] 辻哲英,202305010302,,,,
14,3.0,5.0,ペイシャアップ,牝3,53.0,秋山稔樹,1:23.0,1/2,212.0,14.0,438(+4),[東] 土田稔,202305010302,,,,
15,1.0,2.0,チーフインザスカイ,牡3,54.0,小林脩斗,1:23.1,クビ,189.6,13.0,428(-6),[東] 大和田成,202305010302,,,,
16,5.0,9.0,ストロベリーツー,牡3,56.0,武士沢友,1:23.2,3/4,671.9,16.0,456(+8),[東] 小桧山悟,202305010302,,,,
1,5.0,10.0,スイッチオン,牡3,56.0,石橋脩,1:39.5,,17.6,6.0,482(0),[東] 小手川準,202305010303,,,,
2,4.0,8.0,フォードテソーロ,牡3,56.0,戸崎圭太,1:39.8,1.3/4,4.6,2.0,478(+4),[東] 加藤士津,202305010303,,,,
3,8.0,15.0,エプルシャージュ,牡3,56.0,三浦皇成,1:39.9,クビ,4.9,3.0,630(+4),[東] 木村哲也,202305010303,,,,
4,7.0,14.0,フクチャンビーナス,牝3,54.0,ルメール,1:39.9,クビ,3.2,1.0,472(-4),[東] 加藤征弘,202305010303,,,,
5,3.0,6.0,ゴンドワナ,牡3,56.0,田辺裕信,1:40.3,2.1/2,20.2,7.0,484(-2),[東] 小島茂之,202305010303,,,,
6,8.0,16.0,マンダリンボレロ,牡3,56.0,松岡正海,1:40.4,3/4,11.0,5.0,514(+20),[東] 伊藤伸一,202305010303,,,,
7,5.0,9.0,ショウナンアビアス,牡3,56.0,横山武史,1:40.5,クビ,5.4,4.0,460(-8),[東] 尾関知人,202305010303,,,,
8,6.0,11.0,グラシアス,牡3,56.0,大野拓弥,1:40.6,1/2,112.0,12.0,432(+2),[東] 中舘英二,202305010303,,,,
9,1.0,2.0,クールトラッカー,牡3,56.0,横山和生,1:40.8,1.1/4,51.8,10.0,518(+18),[東] 萩原清,202305010303,,,,
10,3.0,5.0,ハクシンジャベリン,牡3,54.0,山田敬士,1:40.9,3/4,613.8,16.0,468(-2),[東] 松山将樹,202305010303,,,,
11,6.0,12.0,シャンディエン,牡3,56.0,内田博幸,1:41.4,3,24.3,9.0,508(+22),[東] 林徹,202305010303,,,,
12,4.0,7.0,アクラシア,牡3,56.0,嶋田純次,1:41.4,ハナ,387.8,15.0,496(+10),[東] 高橋文雅,202305010303,,,,
13,2.0,3.0,トウショウリッジ,牡3,56.0,岩部純二,1:41.7,1.3/4,22.0,8.0,494(+4),[東] 萱野浩二,202305010303,,,,
14,7.0,13.0,バンブトンプロ,牡3,56.0,武士沢友,1:42.1,2.1/2,54.9,11.0,478(+14),[東] 粕谷昌央,202305010303,,,,
15,2.0,4.0,レイナバレンティア,牝3,52.0,小林脩斗,1:42.6,3,290.2,13.0,424(-10),[東] 小野次郎,202305010303,,,,
16,1.0,1.0,ケレス,牝3,52.0,横山琉人,1:44.7,大,373.9,14.0,438(-2),[東] 相沢郁,202305010303,,,,
1,4.0,4.0,ニフェーデービル,牡3,56.0,田辺裕信,1:26.0,,12.3,4.0,478(0),[東] 中舘英二,202305010304,,,,
2,3.0,3.0,スクーバー,牡3,56.0,戸崎圭太,1:26.4,2.1/2,1.5,1.0,492(+8),[東] 武藤善則,202305010304,,,,
3,5.0,5.0,マジックタッチ,牡3,56.0,内田博幸,1:26.4,クビ,52.8,8.0,532(+6),[東] 加藤士津,202305010304,,,,
4,7.0,8.0,ミルトハンター,牡3,56.0,石橋脩,1:26.5,クビ,7.6,3.0,470(-4),[西] 中竹和也,202305010304,,,,
5,6.0,6.0,インザストーン,牡3,56.0,菅原明良,1:26.5,クビ,4.7,2.0,472(+4),[東] 小笠倫弘,202305010304,,,,
6,8.0,11.0,ノーブルヴィクター,牡3,56.0,武藤雅,1:26.8,1.1/2,70.5,9.0,456(+6),[東] 水野貴広,202305010304,,,,
7,2.0,2.0,テンコマンドゥール,牡3,56.0,三浦皇成,1:26.8,クビ,40.5,7.0,486(+16),[東] 矢野英一,202305010304,,,,
8,8.0,10.0,トロピカルヒーロー,牡3,54.0,小林脩斗,1:26.8,ハナ,22.2,6.0,496(+8),[東] 武藤善則,202305010304,,,,
9,1.0,1.0,サニーサフラン,牡3,56.0,石川裕紀,1:26.9,1/2,15.4,5.0,498(+2),[東] 中野栄治,202305010304,,,,
10,6.0,7.0,ビルカール,牡3,56.0,柴田善臣,1:27.0,1/2,163.5,11.0,486(-2),[東] 水野貴広,202305010304,,,,
