着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id
12,7,13,ソウルユニバンス,セ6,58.0,黒岩悠,1:26.1,ハナ,168.5,15.0,486(-2),[西] 平田修,202308020206
13,1,1,シンゼンハット,牡4,55.0,今村聖奈,1:26.1,ハナ,114.0,11.0,474(0),[西] 飯田祐史,202308020206
14,8,16,バレル,牡4,58.0,坂井瑠星,1:26.5,2.1/2,6.9,3.0,478(+6),[西] 鮫島一歩,202308020206
15,6,12,アスターチェンチ,牡3,55.0,角田大河,1:26.8,2,122.6,12.0,514(-6),[西] 中竹和也,202308020206
16,7,14,メイショウラピッド,牝5,52.0,河原田菜,1:27.4,3.1/2,165.6,14.0,490(-8),[西] 長谷川浩,202308020206
1,4,5,シゲルショウグン,牡3,53.0,永島まな,1:51.6,,6.6,3.0,500(+2),[西] 大橋勇樹,202308020207
2,3,3,バンドマスター,牡3,56.0,松山弘平,1:52.6,6,2.5,1.0,496(+4),[西] 茶木太樹,202308020207
3,8,12,スカパラダイス,牡3,56.0,幸英明,1:52.9,2,8.7,6.0,460(+4),[西] 寺島良,202308020207
4,6,9,レッドダンルース,牡3,56.0,坂井瑠星,1:53.1,3/4,8.5,5.0,468(-12),[西] 矢作芳人,202308020207
5,4,4,ジルバーン,牡4,58.0,岩田望来,1:53.1,クビ,17.0,7.0,428(+4),[西] 武英智,202308020207
6,6,8,ヴァンドゥラン,牡3,56.0,鮫島克駿,1:53.2,クビ,7.7,4.0,476(-6),[西] 高柳大輔,202308020207
7,5,7,メイショウジェンマ,牡3,56.0,富田暁,1:53.5,1.3/4,119.7,11.0,472(+6),[西] 飯田祐史,202308020207
8,7,11,オーバーザドリーム,牡3,56.0,和田竜二,1:53.5,1/2,49.4,9.0,468(0),[西] 清水久詞,202308020207
9,7,10,メイショウコガシラ,牡3,56.0,団野大成,1:53.7,1.1/4,4.8,2.0,486(-2),[西] 本田優,202308020207
10,5,6,メイショウオグマ,牡4,58.0,古川吉洋,1:54.2,2.1/2,93.2,10.0,514(-4),[西] 安達昭夫,202308020207
11,8,13,クラップサンダー,牡4,55.0,田口貫太,1:55.0,5,22.4,8.0,458(+10),[西] 牧田和弥,202308020207
12,2,2,ミューオン,セ4,55.0,鷲頭虎太,1:55.4,2,308.1,13.0,502(0),[西] 大根田裕,202308020207
13,1,1,ナムラアンソニー,セ3,55.0,角田大河,1:58.2,大,172.6,12.0,502(+6),[西] 中竹和也,202308020207
1,8,17,ケイデンシーマーク,牝3,54.0,北村友一,1:21.6,,2.4,1.0,444(+2),[西] 安田隆行,202308020208
2,2,4,オックスリップ,牝3,54.0,高倉稜,1:21.8,1.1/4,33.4,11.0,460(0),[西] 杉山晴紀,202308020208
3,3,6,オードリーバローズ,牝3,54.0,松山弘平,1:21.8,クビ,20.1,9.0,482(+16),[西] 清水久詞,202308020208
4,8,16,モラトリアム,牝5,56.0,団野大成,1:21.9,1/2,17.8,8.0,464(+10),[西] 河内洋,202308020208
5,7,14,サク,牝4,56.0,幸英明,1:22.2,1.1/2,7.5,3.0,456(+6),[西] 北出成人,202308020208
6,8,15,シグルドリーヴァ,牝4,53.0,田口貫太,1:22.2,ハナ,14.1,5.0,458(+6),[西] 佐々木晶,202308020208
7,4,8,サザーランド,牝3,51.0,川端海翼,1:22.2,アタマ,33.0,10.0,440(0),[西] 小林真也,202308020208
8,4,7,サウンドレイラ,牝3,54.0,岩田望来,1:22.3,3/4,7.1,2.0,466(+2),[西] 渡辺薫彦,202308020208
9,5,9,ラブリアージェ,牝4,56.0,古川吉洋,1:22.4,クビ,49.5,13.0,474(-2),[西] 昆貢,202308020208
10,7,13,レッドテンペスト,セ3,56.0,鮫島克駿,1:22.4,クビ,16.9,7.0,448(+12),[西] 笹田和秀,202308020208
11,1,2,リゴレット,牝4,56.0,藤岡康太,1:22.4,アタマ,55.3,14.0,444(+14),[西] 羽月友彦,202308020208
12,1,1,シゲルイワイザケ,牝4,52.0,河原田菜,1:22.6,1.1/4,79.8,16.0,498(-8),[西] 渡辺薫彦,202308020208
13,3,5,テイエムエメラルド,牝5,56.0,田中健,1:22.6,ハナ,8.0,4.0,480(+14),[西] 飯田雄三,202308020208
14,6,12,アエリーゾ,牝4,55.0,角田大河,1:22.7,アタマ,42.0,12.0,464(+6),[西] 庄野靖志,202308020208
15,6,11,シャングリラ,牝3,51.0,今村聖奈,1:22.8,1,15.2,6.0,418(0),[西] 杉山晴紀,202308020208
16,2,3,ブラーヴ,牡3,53.0,西塚洸二,1:23.0,1.1/4,215.9,17.0,492(+16),[西] 加用正,202308020208
17,5,10,レガーミ,牝4,56.0,富田暁,1:23.2,1.1/4,79.8,15.0,522(+22),[西] 木原一良,202308020208
1,2,2,シェイクユアハート,牡3,55.0,古川吉洋,2:12.0,,6.7,4.0,438(+2),[西] 宮徹,202308020209
2,5,5,アスクドゥポルテ,牡3,55.0,岩田望来,2:12.1,クビ,3.2,1.0,462(0),[西] 河内洋,202308020209
3,1,1,ブレイヴロッカー,牡3,55.0,藤岡康太,2:12.1,クビ,6.2,3.0,454(-8),[西] 本田優,202308020209
4,4,4,リンフレスカンテ,牡5,58.0,藤懸貴志,2:12.7,3.1/2,35.0,9.0,442(+4),[西] 宮本博,202308020209
5,6,7,ゲーテローズ,牝4,56.0,富田暁,2:12.7,ハナ,12.5,6.0,468(+26),[西] 武英智,202308020209
6,6,8,プレイリードリーム,牡7,58.0,和田竜二,2:12.7,クビ,35.7,10.0,472(+8),[西] 安達昭夫,202308020209
7,5,6,ショウナンアデイブ,牡4,58.0,松山弘平,2:12.9,1,7.5,5.0,504(+4),[西] 高野友和,202308020209
8,3,3,キングロコマイカイ,牡4,58.0,団野大成,2:13.0,1/2,24.9,8.0,494(+4),[西] 須貝尚介,202308020209
9,8,11,テーオーアリエス,牝4,56.0,鮫島克駿,2:14.0,6,115.1,11.0,496(-2),[西] 岡田稲男,202308020209
10,8,12,アイザックバローズ,牡3,55.0,坂井瑠星,2:14.2,1.1/2,3.7,2.0,474(+6),[西] 友道康夫,202308020209
11,7,10,メイショウコジョウ,牡6,58.0,角田大河,2:14.3,3/4,156.3,12.0,478(+16),[西] 石橋守,202308020209
12,7,9,ケンハービンジャー,牡5,58.0,泉谷楓真,2:14.4,1/2,21.4,7.0,448(+6),[西] 本田優,202308020209
1,8,14,サーマルソアリング,牝3,54.0,北村友一,1:50.9,,1.3,1.0,480(-6),[西] 藤原英昭,202308020210
2,4,6,ミラクルティアラ,牝3,54.0,坂井瑠星,1:51.1,1.1/4,33.9,8.0,442(-2),[西] 加用正,202308020210
3,6,10,ドライゼ,牝4,56.0,団野大成,1:51.6,3,46.5,10.0,494(-2),[西] 須貝尚介,202308020210
4,8,15,クレメダンジュ,牝3,54.0,和田竜二,1:51.8,1,21.8,4.0,462(+2),[西] 鈴木孝志,202308020210
5,5,9,コンスタンティン,牝4,56.0,幸英明,1:51.8,クビ,33.0,7.0,494(+10),[西] 石坂公一,202308020210
6,2,2,タガノパッション,牝5,56.0,藤岡康太,1:51.9,3/4,28.8,6.0,488(+14),[西] 武幸四郎,202308020210
7,4,7,マナウス,牝4,56.0,武豊,1:52.0,クビ,9.5,3.0,474(+4),[西] 田中克典,202308020210
8,5,8,フォレストキャット,牝5,56.0,岩田望来,1:52.1,1,22.6,5.0,484(+6),[西] 野中賢二,202308020210
9,7,12,セレッソ,牝4,56.0,鮫島克駿,1:52.3,3/4,36.5,9.0,476(+4),[西] 長谷川浩,202308020210
10,1,1,エルソール,牝5,56.0,荻野極,1:52.7,2.1/2,95.0,12.0,452(+6),[西] 池江泰寿,202308020210
11,3,4,シダー,牝4,56.0,松山弘平,1:53.2,2.1/2,8.5,2.0,498(+4),[西] 本田優,202308020210
12,6,11,スミ,牝4,56.0,池添謙一,1:53.4,1.1/4,180.4,15.0,486(+10),[西] 高橋亮,202308020210
13,2,3,スズカマクフィ,牝5,56.0,富田暁,1:53.6,1.1/2,149.0,14.0,444(+4),[東] 伊藤圭三,202308020210
14,7,13,グラストンベリー,牝4,56.0,川須栄彦,1:53.6,ハナ,49.1,11.0,430(-2),[西] 藤岡健一,202308020210
15,3,5,ルース,牝5,56.0,国分恭介,1:55.7,大,145.4,13.0,512(+26),[西] 茶木太樹,202308020210
1,7,13,メイショウゲンセン,牝6,53.0,藤岡康太,1:08.1,,6.0,2.0,454(+24),[西] 武幸四郎,202308020211
2,3,6,シングザットソング,牝3,54.0,鮫島克駿,1:08.2,クビ,11.1,5.0,448(0),[西] 高野友和,202308020211
3,2,4,ディヴィナシオン,牡6,56.0,団野大成,1:08.3,3/4,43.2,14.0,480(-2),[西] 森秀行,202308020211
4,2,3,タマモブラックタイ,牡3,56.0,角田大河,1:08.4,1/2,14.2,7.0,512(-2),[西] 角田晃一,202308020211
5,5,10,クリノマジン,牡4,55.0,和田竜二,1:08.4,クビ,34.5,11.0,454(-6),[西] 高橋義忠,202308020211
6,1,1,メディーヴァル,牡5,54.0,西塚洸二,1:08.5,クビ,82.2,15.0,470(0),[西] 寺島良,202308020211
7,3,5,スリーパーダ,牝4,53.0,坂井瑠星,1:08.5,ハナ,7.6,4.0,434(+12),[西] 斉藤崇史,202308020211
8,6,11,ムーンプローブ,牝3,52.0,吉田隼人,1:08.7,1.1/4,20.6,8.0,474(-12),[西] 上村洋行,202308020211
9,6,12,タイセイアベニール,牡8,56.0,国分恭介,1:08.9,1.1/4,92.5,16.0,498(+2),[西] 西村真幸,202308020211
10,7,15,ファロロジー,牝4,53.0,浜中俊,1:08.9,ハナ,22.6,9.0,462(-2),[東] 高橋裕,202308020211
11,4,8,ジャスパージャック,牡7,57.0,岩田望来,1:09.1,1,27.7,10.0,544(+6),[西] 森秀行,202308020211
12,1,2,ビッグシーザー,牡3,56.0,幸英明,1:09.1,ハナ,3.4,1.0,512(0),[西] 西園正都,202308020211
13,8,17,ジャングロ,牡4,57.5,武豊,1:09.1,ハナ,6.5,3.0,470(+8),[西] 森秀行,202308020211
14,8,18,メイショウオーパス,牡8,54.0,富田暁,1:09.3,1.1/4,151.3,17.0,504(-8),[西] 飯田祐史,202308020211
15,4,7,トキメキ,牝6,54.0,黛弘人,1:09.3,クビ,37.7,12.0,514(0),[東] 斎藤誠,202308020211
16,7,14,ボンボヤージ,牝6,55.0,川須栄彦,1:09.3,クビ,11.9,6.0,454(+6),[西] 梅田智之,202308020211
17,8,16,カイザーメランジェ,牡8,55.0,荻野極,1:09.6,1.3/4,201.9,18.0,474(-6),[東] 中野栄治,202308020211
18,5,9,スンリ,牝5,54.0,池添謙一,1:09.7,クビ,41.8,13.0,498(+10),[西] 清水久詞,202308020211
1,3,3,アルムラトゥール,牡3,54.0,鷲頭虎太,1:11.6,,5.2,3.0,498(0),[西] 川村禎彦,202308020212
2,5,6,コンクエスト,セ4,58.0,鮫島克駿,1:11.7,クビ,17.4,5.0,494(+10),[東] 小笠倫弘,202308020212
3,8,12,ルアル,牡4,58.0,幸英明,1:11.8,3/4,4.3,2.0,534(-4),[西] 安達昭夫,202308020212
4,6,9,ミラクル,牝5,56.0,和田竜二,1:11.9,1/2,46.1,8.0,476(+10),[西] 加用正,202308020212
5,4,4,メイショウピース,牝3,55.0,秋山真一,1:11.9,ハナ,1.8,1.0,472(+6),[西] 高橋亮,202308020212
6,6,8,プレイテシア,牝4,53.0,田口貫太,1:12.0,クビ,13.8,4.0,432(0),[西] 羽月友彦,202308020212
7,2,2,パルデンス,牡5,55.0,今村聖奈,1:12.2,1.1/4,45.0,7.0,488(-6),[東] 中野栄治,202308020212
8,7,11,ドンフクリン,牡4,58.0,藤岡康太,1:12.5,1.3/4,77.2,12.0,470(+4),[西] 庄野靖志,202308020212
9,4,5,ゲンパチレオニダス,牡4,54.0,古川奈穂,1:12.6,3/4,71.8,11.0,498(-2),[西] 牧浦充徳,202308020212
10,7,10,デアリングウーマン,牝5,55.0,角田大河,1:12.7,クビ,57.4,10.0,450(+2),[西] 角田晃一,202308020212
11,5,7,ゴッドクインビー,牝4,55.0,角田大和,1:13.0,2,172.7,13.0,452(+14),[西] 角田晃一,202308020212
12,8,13,チャーミングアクト,牝6,53.0,永島まな,1:13.5,3,18.1,6.0,478(+8),[西] 飯田雄三,202308020212
13,1,1,サエールフェイス,牝4,52.0,河原田菜,1:13.9,2.1/2,51.8,9.0,486(+8),[西] 石橋守,202308020212
1,2,2,マイネルティグレ,牡2,56.0,和田竜二,1:22.6,,11.7,5.0,476(0),[西] 西園正都,202308020301
2,7,10,タイキヴァンクール,牡2,56.0,田辺裕信,1:22.8,1.1/4,18.2,8.0,512(+18),[西] 中尾秀正,202308020301
3,5,6,イリスアスール,牝2,54.0,角田大河,1:22.8,ハナ,5.3,3.0,454(-8),[西] 角田晃一,202308020301
4,4,4,ポマール,牝2,55.0,西村淳也,1:22.9,クビ,10.9,4.0,448(+10),[西] 小栗実,202308020301
5,7,9,ディーエストッキー,牡2,56.0,松山弘平,1:22.9,アタマ,2.9,1.0,458(+10),[西] 橋口慎介,202308020301
6,3,3,キアロヴェローチェ,牡2,56.0,浜中俊,1:22.9,クビ,17.9,7.0,466(-2),[西] 武幸四郎,202308020301
7,1,1,ピストンボーイ,牡2,56.0,Ｍ．デム,1:23.1,1.1/4,12.9,6.0,504(+6),[西] 池添学,202308020301
8,6,7,ピースラピッド,牡2,53.0,田口貫太,1:23.2,クビ,31.0,9.0,474(+2),[西] 羽月友彦,202308020301
9,8,12,ジーティームテキ,牡2,56.0,菅原明良,1:23.3,3/4,174.4,12.0,434(+8),[西] 西村真幸,202308020301
10,6,8,ピカリ,牝2,55.0,川田将雅,1:24.2,5,4.0,2.0,486(+10),[西] 森秀行,202308020301
11,5,5,ウエストチェリー,牝2,54.0,小沢大仁,1:24.3,1/2,127.8,10.0,462(-4),[西] 松永昌博,202308020301
12,8,11,ジャコムスビ,牡2,56.0,川島信二,1:25.6,8,166.7,11.0,474(+26),[西] 荒川義之,202308020301
1,7,8,エコロガイア,牡2,56.0,川田将雅,1:12.6,,2.1,1.0,462(+4),[西] 森秀行,202308020302
2,4,4,リリーエクスプレス,牡2,56.0,国分恭介,1:13.9,8,256.2,9.0,544(-6),[西] 茶木太樹,202308020302
3,8,10,プリンセスカレン,牝2,52.0,田口貫太,1:14.2,1.1/2,7.5,3.0,422(+4),[西] 大橋勇樹,202308020302
4,5,5,グランエシェゾー,牝2,55.0,Ｍ．デム,1:14.4,1.1/4,13.6,6.0,482(-4),[西] 新谷功一,202308020302
5,3,3,シリウス,牡2,56.0,和田竜二,1:14.4,ハナ,4.1,2.0,450(+6),[西] 石坂公一,202308020302
6,1,1,ランウインディ,牝2,55.0,川須栄彦,1:14.9,3,14.2,7.0,446(+2),[西] 中尾秀正,202308020302
7,2,2,メネラオス,牡2,56.0,松山弘平,1:15.2,2,12.8,5.0,542(+2),[西] 奥村豊,202308020302
8,8,9,コパノアマンダ,牝2,51.0,河原田菜,1:15.7,3,136.4,8.0,448(+10),[西] 村山明,202308020302
9,7,7,シャカシャカシー,牡2,56.0,西村淳也,1:15.7,アタマ,9.4,4.0,510(+6),[西] 茶木太樹,202308020302
10,6,6,プレパラシオン,牝2,55.0,藤岡康太,1:16.8,7,267.5,10.0,454(0),[西] 杉山佳明,202308020302
1,6,6,ストラクチャー,牡2,56.0,古川吉洋,1:48.7,,23.5,6.0,446(+2),[西] 浜田多実,202308020303
2,2,2,ロードバルベーラ,牡2,56.0,川須栄彦,1:48.8,アタマ,6.1,5.0,452(-10),[西] 奥村豊,202308020303
3,7,7,パシフィックハイ,牝2,55.0,松山弘平,1:48.9,1/2,3.5,1.0,446(-4),[西] 杉山佳明,202308020303
4,5,5,ゲインサポート,牡2,56.0,団野大成,1:49.3,2.1/2,4.3,3.0,450(0),[西] 斉藤崇史,202308020303
5,8,9,ミヤビネルソン,牡2,55.0,角田大河,1:50.1,5,112.2,8.0,456(-6),[西] 笹田和秀,202308020303
6,4,4,カールスタード,牡2,56.0,西村淳也,1:50.1,クビ,3.6,2.0,488(+2),[西] 吉岡辰弥,202308020303
7,8,8,グッドムード,牝2,52.0,今村聖奈,1:51.1,6,78.7,7.0,426(+4),[西] 寺島良,202308020303
8,3,3,ダイシンアレス,牡2,56.0,岩田康誠,1:51.5,2.1/2,6.1,4.0,470(+6),[西] 庄野靖志,202308020303
9,1,1,マッチョマン,牡2,56.0,松若風馬,1:52.4,5,240.5,9.0,360(+2),[西] 安達昭夫,202308020303
1,7,14,バンドシェル,牡2,56.0,菅原明良,1:22.7,,14.7,4.0,458(0),[西] 西村真幸,202308020304
2,2,3,サリュエ,牡2,56.0,藤岡康太,1:22.7,クビ,15.5,5.0,480(0),[西] 野中賢二,202308020304
3,3,6,ラヴァンダ,牝2,55.0,藤岡佑介,1:22.9,1.1/4,7.3,3.0,464(0),[西] 中村直也,202308020304
4,5,10,コスモララバイ,牝2,55.0,和田竜二,1:23.0,1/2,32.3,11.0,412(0),[西] 吉田直弘,202308020304
5,1,1,ウッドバイン,牝2,55.0,田辺裕信,1:23.2,1.1/4,17.7,6.0,438(0),[西] 河内洋,202308020304
6,4,7,ペプチドヒナタ,牡2,56.0,富田暁,1:23.2,クビ,27.6,9.0,474(0),[西] 武英智,202308020304
7,8,16,グロリアラウス,牡2,56.0,団野大成,1:23.4,1.1/4,4.1,2.0,492(0),[西] 斉藤崇史,202308020304
8,4,8,セロリ,牝2,55.0,太宰啓介,1:23.7,2,31.3,10.0,458(0),[西] 高橋亮,202308020304
9,2,4,フェリーニ,牡2,56.0,松山弘平,1:23.8,1/2,2.7,1.0,506(0),[西] 橋口慎介,202308020304
10,6,11,フェアアイル,牝2,55.0,松若風馬,1:23.9,クビ,26.0,8.0,400(0),[西] 音無秀孝,202308020304
11,1,2,ヴァーニャ,牝2,55.0,Ｍ．デム,1:24.1,1.1/2,20.7,7.0,478(0),[西] 杉山佳明,202308020304
12,8,15,ルクスリーベン,牝2,54.0,小沢大仁,1:24.1,ハナ,205.3,16.0,452(0),[西] 松永昌博,202308020304
13,6,12,モンディーン,牝2,55.0,幸英明,1:24.3,1,49.4,12.0,410(0),[西] 西園翔太,202308020304
14,7,13,ワンダーエトワール,牝2,52.0,永島まな,1:24.6,1.1/2,75.6,14.0,408(0),[西] 小崎憲,202308020304
15,3,5,クリノローレライ,牝2,52.0,田口貫太,1:25.1,3,54.0,13.0,428(0),[西] 長谷川浩,202308020304
16,8,17,ソリューション,牡2,52.0,河原田菜,1:25.7,4,141.1,15.0,442(0),[西] 加用正,202308020304
17,5,9,ロングレジリエント,牡2,56.0,長岡禎仁,1:26.0,2,208.9,17.0,420(0),[西] 高橋亮,202308020304
1,3,3,オールナット,牡2,56.0,北村友一,2:05.5,,3.5,2.0,518(0),[西] 高野友和,202308020305
2,8,9,プレリュードシチー,牡2,56.0,幸英明,2:05.8,2,8.7,4.0,458(0),[西] 高橋義忠,202308020305
3,6,6,ジャスティンアース,牡2,56.0,松山弘平,2:05.9,3/4,2.8,1.0,484(0),[西] 杉山晴紀,202308020305
4,5,5,メイショウタバル,牡2,55.0,角田大河,2:05.9,クビ,5.3,3.0,502(0),[西] 石橋守,202308020305
5,8,10,ウォーターリヒト,牡2,56.0,団野大成,2:06.4,3,33.6,8.0,464(0),[西] 河内洋,202308020305
6,2,2,マサハヤヴォス,牡2,56.0,和田竜二,2:06.4,アタマ,22.1,7.0,456(0),[西] 今野貞一,202308020305
7,1,1,レグロスヴァーグ,牡2,56.0,菅原明良,2:06.5,3/4,47.2,9.0,498(0),[西] 鈴木孝志,202308020305
8,7,7,アリストクラシア,牝2,55.0,西村淳也,2:06.5,ハナ,11.2,5.0,470(0),[西] 吉岡辰弥,202308020305
9,7,8,メイショウミシガン,牡2,56.0,松若風馬,2:07.0,3,76.7,10.0,452(0),[西] 鮫島一歩,202308020305
10,4,4,ダイシンカーリー,牝2,55.0,岩田康誠,2:07.2,1.1/4,17.3,6.0,428(0),[西] 吉田直弘,202308020305
1,2,2,スマートケープ,牝3,54.0,松山弘平,1:52.9,,2.8,1.0,496(+8),[西] 辻野泰之,202308020306
2,4,4,クリノクリスタル,牝3,51.0,田口貫太,1:53.8,5,4.1,3.0,464(+8),[西] 大橋勇樹,202308020306
3,8,10,メイショウコボケ,牝3,50.0,河原田菜,1:54.1,2,3.2,2.0,490(0),[西] 河内洋,202308020306
4,6,6,ヤエベニシダレ,牝3,50.0,古川奈穂,1:54.3,1,28.1,6.0,452(0),[西] 梅田智之,202308020306
5,1,1,ライジングラパス,牝3,54.0,国分恭介,1:54.4,1/2,7.0,4.0,444(+8),[西] 宮本博,202308020306
6,5,5,ナオミニデレデレヤ,牝4,53.0,永島まな,1:55.0,3.1/2,111.3,10.0,470(+3),[西] 畑端省吾,202308020306
7,6,7,ヴィラーゴスリーブ,牝3,51.0,西塚洸二,1:55.8,5,37.8,7.0,494(-8),[西] 藤原英昭,202308020306
8,3,3,キャロルビアンカ,牝3,54.0,城戸義政,1:56.0,1,186.5,11.0,482(+12),[西] 荒川義之,202308020306
9,8,11,レクランスリール,牝3,51.0,今村聖奈,1:56.0,アタマ,55.9,9.0,458(-6),[西] 小林真也,202308020306
10,7,8,ランスオブサターン,牝3,53.0,角田大河,1:56.6,3.1/2,11.2,5.0,462(+18),[西] 本田優,202308020306
11,7,9,ワイドアウェイク,牝5,53.0,川端海翼,1:59.0,大,50.9,8.0,510(+8),[西] 加用正,202308020306
1,3,3,エンツォウーノ,牡3,56.0,岩田康誠,1:59.1,,10.8,4.0,512(-4),[西] 田中克典,202308020307
2,4,4,ディープリボーン,牡3,56.0,古川吉洋,1:59.7,3.1/2,3.8,2.0,454(-4),[西] 四位洋文,202308020307
3,5,7,ロードトラスト,牡3,56.0,川田将雅,2:00.6,5,1.7,1.0,490(-6),[西] 長谷川浩,202308020307
4,6,9,ベストポイント,牡3,56.0,松若風馬,2:01.1,3,9.4,3.0,500(0),[西] 杉山晴紀,202308020307
5,6,8,サーティファイド,牡4,58.0,幸英明,2:01.1,ハナ,18.7,5.0,476(+2),[西] 鮫島一歩,202308020307
6,5,6,イエスウィズキャン,牡3,53.0,田口貫太,2:01.5,2.1/2,31.6,7.0,544(-6),[西] 松永昌博,202308020307
7,8,13,キングレガリア,セ4,57.0,角田大河,2:02.2,4,51.0,9.0,534(-4),[西] 新谷功一,202308020307
8,7,11,テンカオーライ,牡3,56.0,西村淳也,2:02.3,1/2,44.1,8.0,498(+4),[西] 松下武士,202308020307
9,8,12,タマモマスラオ,牡3,55.0,小沢大仁,2:03.0,4,59.7,10.0,498(+18),[西] 緒方努,202308020307
10,1,1,マサハヤウォルズ,牡3,53.0,今村聖奈,2:03.0,ハナ,22.4,6.0,470(+6),[西] 今野貞一,202308020307
11,4,5,ジョータルマエ,セ3,52.0,河原田菜,2:03.1,クビ,93.5,11.0,490(-2),[西] 中竹和也,202308020307
12,2,2,アットアブラスト,牡3,56.0,国分恭介,2:03.2,1,164.8,13.0,466(0),[西] 牧田和弥,202308020307
13,7,10,マーゴットワーズ,牡4,58.0,荻野琢真,2:04.4,7,102.9,12.0,472(-2),[西] 小林真也,202308020307
1,7,14,ギーロカスタル,牡3,57.0,和田竜二,1:12.8,,7.0,4.0,466(+6),[西] 鈴木孝志,202308020308
2,1,2,マヴォロンテ,牝3,55.0,幸英明,1:13.0,1.1/2,11.4,5.0,468(+22),[西] 松永幹夫,202308020308
3,4,7,サンガネーブ,牡3,57.0,北村友一,1:13.0,アタマ,5.8,3.0,500(+4),[西] 田中克典,202308020308
4,8,15,テーオートルネード,牡4,54.0,河原田菜,1:13.1,1/2,33.4,12.0,478(+8),[西] 岡田稲男,202308020308
5,5,9,ヒビキ,牡3,57.0,浜中俊,1:13.2,クビ,16.3,8.0,486(0),[西] 辻野泰之,202308020308
6,3,6,ゴッドセンド,牡3,57.0,吉村智洋,1:13.3,3/4,4.7,2.0,486(+6),[西] 浜田多実,202308020308
7,2,3,タイキエクセロン,牡4,58.0,国分恭介,1:13.6,1.3/4,13.1,6.0,502(0),[西] 西園翔太,202308020308
8,6,12,カゲマル,牡3,54.0,永島まな,1:13.6,クビ,3.9,1.0,516(+14),[西] 西園正都,202308020308
9,6,11,サクハル,牡4,58.0,長岡禎仁,1:13.6,ハナ,31.9,11.0,494(+2),[西] 今野貞一,202308020308
10,5,10,ベルドラゴ,牡4,55.0,田口貫太,1:13.7,3/4,41.1,13.0,486(+6),[西] 庄野靖志,202308020308
11,2,4,テイエムルンバ,牝3,55.0,川島信二,1:14.2,3,28.5,9.0,478(+6),[西] 畑端省吾,202308020308
12,4,8,フェリ,牝3,55.0,田中健,1:14.7,3,13.9,7.0,490(0),[西] 佐々木晶,202308020308
13,8,16,ジョーフェイス,牡4,54.0,古川奈穂,1:14.8,クビ,108.9,14.0,484(+4),[西] 小崎憲,202308020308
14,1,1,インゴットバード,牡5,58.0,西村淳也,1:14.8,クビ,154.2,16.0,496(+10),[西] 牧田和弥,202308020308
15,3,5,デアシュトゥルム,牡3,57.0,富田暁,1:15.3,2.1/2,137.0,15.0,458(+6),[西] 吉田直弘,202308020308
